City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Gornozavodsk,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
349,Manokwari,ID,-8.5833,116.1167,77.81,77,37,5.01,scattered clouds
350,Bilibino,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
351,Pozo Colorado,PY,-23.4923,-58.7972,75.04,33,1,6.67,clear sky
352,Oranjemund,NA,-26.6481,15.1594,59.58,54,27,5.53,scattered clouds
353,Uruguaiana,BR,-20.3297,-40.2925,64.35,100,75,4.61,broken clouds
354,Sandpoint,US,32.7559,-111.5548,108.01,24,0,13.09,clear sky
355,Clinton,US,32.7559,-111.5548,108.01,24,0,13.09,clear sky
356,Tuatapere,NZ,-46.6,168.3333,38.8,87,100,6.69,overcast clouds
357,Acapulco,MX,23.45,-110.2167,89.4,73,74,8.55,broken clouds
358,Grand-Lahou,CI,4.95,-6.0833,75.31,86,83,9.93,broken clouds
359,Kokkola,FI,63.8385,23.1307,60.93,68,0,8.05,clear sky
360,Angoche,MZ,-23.865,35.3833,65.59,90,2,5.14,clear sky
361,Yangjiang,CN,30.3,109.4833,75.51,98,100,1.01,moderate rain
362,Buncrana,US,41.1415,-73.3579,79.86,78,1,1.99,clear sky
363,Umzimvubu,ZA,-33.5906,26.891,58.87,73,60,10.38,broken clouds
364,Tezu,IN,11.6667,92.75,81.68,83,100,13.31,overcast clouds
365,Katherine,AU,-33.65,115.3333,58.05,91,89,3.42,overcast clouds
366,Garm,TJ,39.4952,67.6093,73.99,34,0,8.01,clear sky
367,Meulaboh,ID,-8.5833,116.1167,77.81,77,37,5.01,scattered clouds
368,Hamilton,US,37.1041,-113.5841,100.63,8,1,1.01,haze
369,Takoradi,GH,4.8845,-1.7554,75.43,89,34,9.95,scattered clouds
370,Saint-Francois,FR,46.4154,3.9054,58.44,77,0,3.44,clear sky
371,Nizhneyansk,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
372,Leninogorsk,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
373,Aksarka,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
374,Katobu,ID,-8.5833,116.1167,77.81,77,37,5.01,scattered clouds
375,Bengkalis,ID,-8.5833,116.1167,77.81,77,37,5.01,scattered clouds
376,Vardo,NO,62.5833,6.1333,66.25,88,100,4.61,overcast clouds
377,Borzna,UA,49.45,24.9333,58.71,81,2,7.05,clear sky
378,Burnie,AU,-33.65,115.3333,58.05,91,89,3.42,overcast clouds
379,Yarkovo,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
380,Knysna,ZA,-33.5906,26.891,58.87,73,60,10.38,broken clouds
381,Berbera,SO,4.1213,43.8894,69.96,71,100,15.68,overcast clouds
382,Mountain Home,US,32.7559,-111.5548,108.01,24,0,13.09,clear sky
383,Marsaxlokk,MT,35.8419,14.5431,83.08,78,0,6.91,clear sky
384,Sambava,MG,-13.2,49.05,68.41,85,70,1.99,broken clouds
385,Shu,KZ,43.5983,73.7614,76.23,32,4,8.3,clear sky
386,Huazolotitlan,MX,23.45,-110.2167,89.4,73,74,8.55,broken clouds
387,Monrovia,LR,4.375,-7.7169,76.23,81,55,8.57,broken clouds
388,Nanortalik,GL,72.7868,-56.1549,40.59,94,97,9.1,overcast clouds
389,Kloulklubed,TL,-8.9266,125.4092,64.36,44,28,3.6,scattered clouds
390,Sergeyevka,KZ,43.5983,73.7614,76.23,32,4,8.3,clear sky
391,Tytuvenai,LT,55.6,23.2,55.31,95,52,5.41,broken clouds
392,Lipin Bor,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
393,Cayenne,GF,4.9333,-52.3333,83.08,82,0,1.01,clear sky
394,Mayumba,GA,-0.7193,8.7815,75.06,88,100,17.92,light rain
395,Opuwo,NA,-26.6481,15.1594,59.58,54,27,5.53,scattered clouds
396,Tocopilla,CL,-53.15,-70.9167,35.71,75,0,23.02,clear sky
397,Grand Forks,US,32.7559,-111.5548,108.01,24,0,13.09,clear sky
398,Tura,IN,11.6667,92.75,81.68,83,100,13.31,overcast clouds
399,Chernyshevskiy,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
400,Piacabucu,BR,-20.3297,-40.2925,64.35,100,75,4.61,broken clouds
401,Avera,PF,-23.1203,-134.9692,74.5,77,10,13.44,clear sky
402,Ust-Tsilma,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
403,Bolotnoye,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
404,Vysokaya Gora,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
405,La Union,ES,42.8805,-8.5457,61.16,86,20,3.44,few clouds
406,Portobelo,PA,9.55,-79.65,75.83,91,99,6.96,overcast clouds
407,Hunza,PK,28.5833,65.4167,83.44,13,17,3.38,few clouds
408,Olot,ES,42.8805,-8.5457,61.16,86,20,3.44,few clouds
409,Belmonte,BR,-20.3297,-40.2925,64.35,100,75,4.61,broken clouds
410,Ambon,ID,-8.5833,116.1167,77.81,77,37,5.01,scattered clouds
411,Kortkeros,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
412,Chapais,CA,69.4541,-133.0374,41.85,75,98,12.53,overcast clouds
413,Axim,GH,4.8845,-1.7554,75.43,89,34,9.95,scattered clouds
414,Kefalos,GR,38.0484,24.3204,83.52,51,0,7.92,clear sky
415,Gibara,CU,20.1444,-75.2092,87.37,77,43,2.89,scattered clouds
416,Cidreira,BR,-20.3297,-40.2925,64.35,100,75,4.61,broken clouds
417,Borba,BR,-20.3297,-40.2925,64.35,100,75,4.61,broken clouds
418,Alta Floresta,BR,-20.3297,-40.2925,64.35,100,75,4.61,broken clouds
419,Commerce,US,32.7559,-111.5548,108.01,24,0,13.09,clear sky
420,Huarmey,PE,-10.0681,-78.1522,64.11,82,14,12.66,few clouds
421,Almenara,BR,-20.3297,-40.2925,64.35,100,75,4.61,broken clouds
422,Vrede,ZA,-33.5906,26.891,58.87,73,60,10.38,broken clouds
423,Kuah,MY,5.1267,100.4932,81.95,91,71,4.34,broken clouds
424,Darnah,LY,30.3333,10.85,91.27,11,0,7.78,clear sky
425,Lixourion,GR,38.0484,24.3204,83.52,51,0,7.92,clear sky
426,Abu Zabad,PH,7.9986,124.2928,69.66,80,100,2.66,light rain
427,Mendahara,ID,-8.5833,116.1167,77.81,77,37,5.01,scattered clouds
428,Isangel,VU,-19.55,169.2667,75.07,62,93,6.29,overcast clouds
429,Grand River South East,MU,-20.4081,57.7,69.26,83,42,11.32,light rain
430,Nichinan,JP,35.7333,140.8333,79.2,97,100,25.88,heavy intensity rain
431,Makat,KZ,43.5983,73.7614,76.23,32,4,8.3,clear sky
432,Ewo,CG,-0.8725,14.8206,76.08,74,100,6.08,overcast clouds
433,Lishui,CN,30.3,109.4833,75.51,98,100,1.01,moderate rain
434,Edosaki,JP,35.7333,140.8333,79.2,97,100,25.88,heavy intensity rain
435,Freeport,US,32.7559,-111.5548,108.01,24,0,13.09,clear sky
436,Acari,PE,-10.0681,-78.1522,64.11,82,14,12.66,few clouds
437,Manyana,BW,-23.4,21.7167,57.27,27,0,5.44,clear sky
438,Ahipara,NZ,-46.6,168.3333,38.8,87,100,6.69,overcast clouds
439,Kuching,MY,5.1267,100.4932,81.95,91,71,4.34,broken clouds
440,Belaya Gora,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
441,Tevaitoa,PF,-23.1203,-134.9692,74.5,77,10,13.44,clear sky
442,Guaruja,BR,-20.3297,-40.2925,64.35,100,75,4.61,broken clouds
443,Hakkari,TR,39.75,39.5,61.9,72,0,3.44,clear sky
444,Banda Aceh,ID,-8.5833,116.1167,77.81,77,37,5.01,scattered clouds
445,Awbari,LY,30.3333,10.85,91.27,11,0,7.78,clear sky
446,Cuamba,MZ,-23.865,35.3833,65.59,90,2,5.14,clear sky
447,Salalah,OM,22.6906,58.5334,88.27,44,40,2.26,scattered clouds
448,Barmer,IN,11.6667,92.75,81.68,83,100,13.31,overcast clouds
449,Tatarsk,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
450,Pedasi,PA,9.55,-79.65,75.83,91,99,6.96,overcast clouds
451,Attawapiskat,CA,69.4541,-133.0374,41.85,75,98,12.53,overcast clouds
452,Vila Franca Do Campo,PT,38.5167,-28.7,69.91,70,14,11.32,few clouds
453,Novo Aripuana,BR,-20.3297,-40.2925,64.35,100,75,4.61,broken clouds
454,Sovetskaya Gavan,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
455,Rocha,UY,-33.6971,-53.4616,61.74,88,11,6.82,few clouds
456,Coihaique,CL,-53.15,-70.9167,35.71,75,0,23.02,clear sky
457,Luanda,AO,-9.5402,16.341,63.14,79,86,4.74,overcast clouds
458,Dingle,US,41.1415,-73.3579,79.86,78,1,1.99,clear sky
459,Biak,ID,-8.5833,116.1167,77.81,77,37,5.01,scattered clouds
460,Mount Isa,AU,-33.65,115.3333,58.05,91,89,3.42,overcast clouds
461,Moron,MN,47.9077,106.8832,55.53,82,40,6.71,smoke
462,Mogadishu,SO,4.1213,43.8894,69.96,71,100,15.68,overcast clouds
463,Praia,PT,32.6667,-17.1,74.01,87,83,5.91,broken clouds
464,Longyearbyen,SJ,78.2186,15.6401,43.09,97,99,7.38,overcast clouds
465,Moree,AU,-33.65,115.3333,58.05,91,89,3.42,overcast clouds
466,Tallahassee,US,32.7559,-111.5548,108.01,24,0,13.09,clear sky
467,Tautira,PF,-23.1203,-134.9692,74.5,77,10,13.44,clear sky
468,Bonavista,CA,69.4541,-133.0374,41.85,75,98,12.53,overcast clouds
469,Onega,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
470,Butembo,CN,33.2288,105.0179,62.06,94,100,4.45,overcast clouds
471,Ippy,CF,6.2679,21.2247,67.8,97,100,2.82,overcast clouds
472,Chestermere,CA,69.4541,-133.0374,41.85,75,98,12.53,overcast clouds
473,Samarkand,UZ,39.6542,66.9597,77.74,26,0,4.18,clear sky
474,Tyrma,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
475,Khasan,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
476,Daru,PG,-2.5744,150.7967,83.08,75,75,13.24,moderate rain
477,Palabuhanratu,ID,-8.5833,116.1167,77.81,77,37,5.01,scattered clouds
478,Shellbrook,CA,69.4541,-133.0374,41.85,75,98,12.53,overcast clouds
479,Mount Gambier,AU,-33.65,115.3333,58.05,91,89,3.42,overcast clouds
480,Baruun-Urt,MN,47.9077,106.8832,55.53,82,40,6.71,smoke
481,Buchanan,LR,4.375,-7.7169,76.23,81,55,8.57,broken clouds
482,Alamos,MX,23.45,-110.2167,89.4,73,74,8.55,broken clouds
483,Belle Fourche,US,32.7559,-111.5548,108.01,24,0,13.09,clear sky
484,Bamako,ML,22.6783,-3.9836,102,11,2,9.44,clear sky
485,Hov,NO,62.5833,6.1333,66.25,88,100,4.61,overcast clouds
486,Nanzhang,CN,30.3,109.4833,75.51,98,100,1.01,moderate rain
487,Los Algarrobos,PA,9.55,-79.65,75.83,91,99,6.96,overcast clouds
488,Miri,MY,5.1267,100.4932,81.95,91,71,4.34,broken clouds
489,Vigrestad,NO,62.5833,6.1333,66.25,88,100,4.61,overcast clouds
490,Rorvik,NO,62.5833,6.1333,66.25,88,100,4.61,overcast clouds
491,Prince Rupert,CA,69.4541,-133.0374,41.85,75,98,12.53,overcast clouds
492,Labutta,MM,22.9333,97.75,68.77,100,95,0.87,overcast clouds
493,Princeton,CA,69.4541,-133.0374,41.85,75,98,12.53,overcast clouds
494,Churapcha,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
495,Necochea,AR,-54.8,-68.3,31.66,100,90,36.82,heavy snow
496,Zhangjiakou,CN,30.3,109.4833,75.51,98,100,1.01,moderate rain
497,Tabou,CI,4.95,-6.0833,75.31,86,83,9.93,broken clouds
498,Port Macquarie,AU,-33.65,115.3333,58.05,91,89,3.42,overcast clouds
499,Oranjestad,AW,12.524,-70.027,82.35,78,20,16.11,few clouds
500,Alpinopolis,BR,-20.3297,-40.2925,64.35,100,75,4.61,broken clouds
501,Freeport,BS,26.6208,-78.2833,84.22,67,4,5.93,clear sky
502,Alice Springs,AU,-33.65,115.3333,58.05,91,89,3.42,overcast clouds
503,Mutoko,ZW,-20.0637,30.8277,55.4,61,0,4.5,clear sky
504,Haradok,BY,55.4624,29.9816,58.33,93,74,7.11,broken clouds
505,Brownsville,US,32.7559,-111.5548,108.01,24,0,13.09,clear sky
506,Ondarroa,ES,42.8805,-8.5457,61.16,86,20,3.44,few clouds
507,Bardiyah,LY,30.3333,10.85,91.27,11,0,7.78,clear sky
508,Mayya,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
509,Parana,BR,-20.3297,-40.2925,64.35,100,75,4.61,broken clouds
510,Custodia,BR,-20.3297,-40.2925,64.35,100,75,4.61,broken clouds
511,Siquijor,PH,9.2142,123.515,83.1,74,99,5.32,light rain
512,Turbat,PK,28.5833,65.4167,83.44,13,17,3.38,few clouds
513,Ewa Beach,US,32.7559,-111.5548,108.01,24,0,13.09,clear sky
514,Maldonado,UY,-33.6971,-53.4616,61.74,88,11,6.82,few clouds
515,Dryden,CA,69.4541,-133.0374,41.85,75,98,12.53,overcast clouds
516,Caraguatatuba,BR,-20.3297,-40.2925,64.35,100,75,4.61,broken clouds
517,Tromso,NO,62.5833,6.1333,66.25,88,100,4.61,overcast clouds
518,Gigmoto,PH,9.2142,123.515,83.1,74,99,5.32,light rain
519,Amarillo,US,32.7559,-111.5548,108.01,24,0,13.09,clear sky
520,Ukhta,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
521,Perambalur,IN,11.6667,92.75,81.68,83,100,13.31,overcast clouds
522,Nur,IR,33.1222,46.1646,98.06,12,54,6.04,broken clouds
523,Tolmachevo,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
524,Popondetta,PG,-2.5744,150.7967,83.08,75,75,13.24,moderate rain
525,Dwarka,IN,11.6667,92.75,81.68,83,100,13.31,overcast clouds
526,Hammerfest,NO,62.5833,6.1333,66.25,88,100,4.61,overcast clouds
527,Tiarei,PF,-23.1203,-134.9692,74.5,77,10,13.44,clear sky
528,Mponela,MW,-16.92,35.262,64.71,80,0,2.64,clear sky
529,Lafayette,US,32.7559,-111.5548,108.01,24,0,13.09,clear sky
530,Bud,NO,62.5833,6.1333,66.25,88,100,4.61,overcast clouds
531,Tecoanapa,MX,23.45,-110.2167,89.4,73,74,8.55,broken clouds
532,Namibe,AO,-9.5402,16.341,63.14,79,86,4.74,overcast clouds
533,Kerzhenets,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
534,Bondo,CN,33.2288,105.0179,62.06,94,100,4.45,overcast clouds
535,Boa Vista,BR,-20.3297,-40.2925,64.35,100,75,4.61,broken clouds
536,Tabas,IR,33.1222,46.1646,98.06,12,54,6.04,broken clouds
537,Madingou,CG,-0.8725,14.8206,76.08,74,100,6.08,overcast clouds
538,Samarai,PG,-2.5744,150.7967,83.08,75,75,13.24,moderate rain
539,Marcona,PE,-10.0681,-78.1522,64.11,82,14,12.66,few clouds
540,Rudbar,AF,30.15,62.6,83.57,19,0,9.91,clear sky
541,Minab,IR,33.1222,46.1646,98.06,12,54,6.04,broken clouds
542,Odweyne,SO,4.1213,43.8894,69.96,71,100,15.68,overcast clouds
543,Le Mars,US,32.7559,-111.5548,108.01,24,0,13.09,clear sky
544,Nyurba,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
545,Bandarban,BD,22.1965,92.2262,75.2,97,98,2.91,light rain
546,Guangyuan,CN,30.3,109.4833,75.51,98,100,1.01,moderate rain
547,Murchison,NZ,-46.6,168.3333,38.8,87,100,6.69,overcast clouds
548,Sedam,IN,11.6667,92.75,81.68,83,100,13.31,overcast clouds
549,Bacolod,PH,9.2142,123.515,83.1,74,99,5.32,light rain
550,Mizan Teferi,ET,8.9167,38.6167,56.34,90,97,2.77,light rain
551,Pisco,PE,-10.0681,-78.1522,64.11,82,14,12.66,few clouds
552,Roebourne,AU,-33.65,115.3333,58.05,91,89,3.42,overcast clouds
553,Dobson,NZ,-46.6,168.3333,38.8,87,100,6.69,overcast clouds
554,Sur,OM,22.6906,58.5334,88.27,44,40,2.26,scattered clouds
555,Riohacha,CO,3.8653,-67.9239,72.99,95,49,0.98,scattered clouds
556,Constitucion,MX,23.45,-110.2167,89.4,73,74,8.55,broken clouds
557,Erenhot,CN,30.3,109.4833,75.51,98,100,1.01,moderate rain
558,Bumba,CN,33.2288,105.0179,62.06,94,100,4.45,overcast clouds
559,Ottawa,US,32.7559,-111.5548,108.01,24,0,13.09,clear sky
560,Hellin,ES,42.8805,-8.5457,61.16,86,20,3.44,few clouds
561,Mirnyy,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
562,Saint-Augustin,CA,69.4541,-133.0374,41.85,75,98,12.53,overcast clouds
563,Ardistan,IR,33.1222,46.1646,98.06,12,54,6.04,broken clouds
564,Salta,AR,-54.8,-68.3,31.66,100,90,36.82,heavy snow
565,Sundargarh,IN,11.6667,92.75,81.68,83,100,13.31,overcast clouds
566,Bandarbeyla,SO,4.1213,43.8894,69.96,71,100,15.68,overcast clouds
567,Fuerte Olimpo,PY,-23.4923,-58.7972,75.04,33,1,6.67,clear sky
568,Pak Phanang,TH,12.4816,102.0738,81.57,85,97,7.76,overcast clouds
569,Kaeo,NZ,-46.6,168.3333,38.8,87,100,6.69,overcast clouds
570,Chicama,PE,-10.0681,-78.1522,64.11,82,14,12.66,few clouds
571,Constitucion,CL,-53.15,-70.9167,35.71,75,0,23.02,clear sky
572,Metro,ID,-8.5833,116.1167,77.81,77,37,5.01,scattered clouds
573,Hovd,MN,47.9077,106.8832,55.53,82,40,6.71,smoke
574,Mareeba,AU,-33.65,115.3333,58.05,91,89,3.42,overcast clouds
575,Fereydunshahr,IR,33.1222,46.1646,98.06,12,54,6.04,broken clouds
576,Areosa,PT,38.5167,-28.7,69.91,70,14,11.32,few clouds
577,Carbonia,IT,40.7276,17.5764,77.59,61,0,7.45,clear sky
578,Kidal,ML,22.6783,-3.9836,102,11,2,9.44,clear sky
579,Alofi,NU,-19.0595,-169.9187,73.45,69,28,12.28,scattered clouds
580,Huntington,US,32.7559,-111.5548,108.01,24,0,13.09,clear sky
581,Ginir,ET,8.9167,38.6167,56.34,90,97,2.77,light rain
582,Kiruna,SE,67.8557,20.2251,45.52,81,80,4.61,broken clouds
583,Ust-Kuyga,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
584,Padang,ID,-8.5833,116.1167,77.81,77,37,5.01,scattered clouds
585,Grindavik,IS,63.4427,-20.2734,54.23,89,100,9.42,overcast clouds
586,Nantucket,US,32.7559,-111.5548,108.01,24,0,13.09,clear sky
587,Nynashamn,SE,67.8557,20.2251,45.52,81,80,4.61,broken clouds
588,Reconquista,AR,-54.8,-68.3,31.66,100,90,36.82,heavy snow
589,Kangaatsiaq,GL,72.7868,-56.1549,40.59,94,97,9.1,overcast clouds
590,Nemuro,JP,35.7333,140.8333,79.2,97,100,25.88,heavy intensity rain
591,Oytal,KZ,43.5983,73.7614,76.23,32,4,8.3,clear sky
592,Auki,SB,-10.4544,161.9205,84.49,66,96,6.64,overcast clouds
593,Amahai,ID,-8.5833,116.1167,77.81,77,37,5.01,scattered clouds
594,Ayan,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
595,Berdigestyakh,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
596,Irbil,IQ,36.1926,44.0106,93.33,17,44,10.38,scattered clouds
597,At-Bashi,KG,41.1702,75.8106,52.18,72,41,0.63,scattered clouds
598,Egvekinot,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
599,Puerto Leguizamo,CO,3.8653,-67.9239,72.99,95,49,0.98,scattered clouds
600,Kambarka,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
601,Kritsa,GR,38.0484,24.3204,83.52,51,0,7.92,clear sky
602,Verkhnevilyuysk,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
603,Ancud,CL,-53.15,-70.9167,35.71,75,0,23.02,clear sky
604,Pleasanton,US,32.7559,-111.5548,108.01,24,0,13.09,clear sky
605,Neiafu,TO,-21.2,-175.2,70.11,58,36,7.74,scattered clouds
606,Kavaratti,IN,11.6667,92.75,81.68,83,100,13.31,overcast clouds
607,Tiznit,MA,29.5833,-9.5,65.3,86,45,4.97,scattered clouds
608,Jishou,CN,30.3,109.4833,75.51,98,100,1.01,moderate rain
609,Atasu,KZ,43.5983,73.7614,76.23,32,4,8.3,clear sky
610,Chingirlau,KZ,43.5983,73.7614,76.23,32,4,8.3,clear sky
611,Elliot,ZA,-33.5906,26.891,58.87,73,60,10.38,broken clouds
612,Ondorhaan,MN,47.9077,106.8832,55.53,82,40,6.71,smoke
613,Mergui,MM,22.9333,97.75,68.77,100,95,0.87,overcast clouds
614,Sarandi,BR,-20.3297,-40.2925,64.35,100,75,4.61,broken clouds
615,Bolungarvik,IS,63.4427,-20.2734,54.23,89,100,9.42,overcast clouds
616,Pangnirtung,CA,69.4541,-133.0374,41.85,75,98,12.53,overcast clouds
617,Nurota,UZ,39.6542,66.9597,77.74,26,0,4.18,clear sky
618,Nizhniy Tsasuchey,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
619,Amazar,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
620,Alto Araguaia,BR,-20.3297,-40.2925,64.35,100,75,4.61,broken clouds
621,Areia Branca,BR,-20.3297,-40.2925,64.35,100,75,4.61,broken clouds
622,Asyut,EG,27.181,31.1837,89.89,29,0,11.48,clear sky
623,Geraldton,CA,69.4541,-133.0374,41.85,75,98,12.53,overcast clouds
624,Yanan,CN,30.3,109.4833,75.51,98,100,1.01,moderate rain
625,Ayr,AU,-33.65,115.3333,58.05,91,89,3.42,overcast clouds
626,Cirebon,ID,-8.5833,116.1167,77.81,77,37,5.01,scattered clouds
627,Narsaq,GL,72.7868,-56.1549,40.59,94,97,9.1,overcast clouds
628,Turukhansk,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
629,Wanning,CN,30.3,109.4833,75.51,98,100,1.01,moderate rain
630,Svetlyy,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
631,Stavern,NO,62.5833,6.1333,66.25,88,100,4.61,overcast clouds
632,Tecpan,MX,23.45,-110.2167,89.4,73,74,8.55,broken clouds
633,Georgetown,US,32.7559,-111.5548,108.01,24,0,13.09,clear sky
634,Kepanjen,ID,-8.5833,116.1167,77.81,77,37,5.01,scattered clouds
635,Bilma,NE,19.75,10.25,91.29,11,6,4.18,clear sky
636,Vostok,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
637,Aksehir,TR,39.75,39.5,61.9,72,0,3.44,clear sky
638,De Aar,ZA,-33.5906,26.891,58.87,73,60,10.38,broken clouds
639,San Vicente,PH,9.2142,123.515,83.1,74,99,5.32,light rain
640,Port Hardy,CA,69.4541,-133.0374,41.85,75,98,12.53,overcast clouds
641,Quzhou,CN,30.3,109.4833,75.51,98,100,1.01,moderate rain
642,Naze,JP,35.7333,140.8333,79.2,97,100,25.88,heavy intensity rain
643,Chippewa Falls,US,32.7559,-111.5548,108.01,24,0,13.09,clear sky
644,Bolshegrivskoye,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
645,Raudeberg,NO,62.5833,6.1333,66.25,88,100,4.61,overcast clouds
646,Port Hedland,AU,-33.65,115.3333,58.05,91,89,3.42,overcast clouds
647,Providencia,MX,23.45,-110.2167,89.4,73,74,8.55,broken clouds
648,Athens,US,32.7559,-111.5548,108.01,24,0,13.09,clear sky
649,La Ronge,CA,69.4541,-133.0374,41.85,75,98,12.53,overcast clouds
650,Alekseyevsk,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
651,Nouakchott,MR,20.931,-17.0347,68.95,91,3,12.44,clear sky
652,Vytegra,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
653,Vila,VU,-19.55,169.2667,75.07,62,93,6.29,overcast clouds
654,Komsomolskiy,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
655,Doha,SY,35.3029,37.1841,77.2,74,0,9.57,clear sky
656,Tara,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
657,Smidovich,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
658,North Platte,US,32.7559,-111.5548,108.01,24,0,13.09,clear sky
659,Jieshi,CN,30.3,109.4833,75.51,98,100,1.01,moderate rain
660,Bowen,AU,-33.65,115.3333,58.05,91,89,3.42,overcast clouds
661,Thohoyandou,ZA,-33.5906,26.891,58.87,73,60,10.38,broken clouds
662,Ndende,GA,-0.7193,8.7815,75.06,88,100,17.92,light rain
663,Nortelandia,BR,-20.3297,-40.2925,64.35,100,75,4.61,broken clouds
664,Puri,IN,11.6667,92.75,81.68,83,100,13.31,overcast clouds
665,Sungaipenuh,ID,-8.5833,116.1167,77.81,77,37,5.01,scattered clouds
666,Muzhi,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
667,Chagda,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
668,Buala,SB,-10.4544,161.9205,84.49,66,96,6.64,overcast clouds
669,Kurchum,KZ,43.5983,73.7614,76.23,32,4,8.3,clear sky
670,Porbandar,IN,11.6667,92.75,81.68,83,100,13.31,overcast clouds
671,Dukat,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
672,Pau Dos Ferros,BR,-20.3297,-40.2925,64.35,100,75,4.61,broken clouds
673,Zhuanghe,CN,30.3,109.4833,75.51,98,100,1.01,moderate rain
674,Pucheni,RO,46.0833,27.4333,61,60,0,1.81,clear sky
675,Chifeng,CN,30.3,109.4833,75.51,98,100,1.01,moderate rain
676,Azimur,MA,29.5833,-9.5,65.3,86,45,4.97,scattered clouds
677,Kutum,PH,7.9986,124.2928,69.66,80,100,2.66,light rain
678,Yulara,AU,-33.65,115.3333,58.05,91,89,3.42,overcast clouds
679,Klaksvik,FO,62.2266,-6.589,59.92,91,84,18.01,broken clouds
680,Terrace,CA,69.4541,-133.0374,41.85,75,98,12.53,overcast clouds
681,Sangmelima,CM,3.8667,11.5167,66.33,98,100,4.25,light rain
682,Maumere,ID,-8.5833,116.1167,77.81,77,37,5.01,scattered clouds
683,Eureka,US,32.7559,-111.5548,108.01,24,0,13.09,clear sky
684,Pointe Michel,DM,15.25,-61.3833,81.16,76,7,8.39,clear sky
685,Calvinia,ZA,-33.5906,26.891,58.87,73,60,10.38,broken clouds
686,Kariba,ZW,-20.0637,30.8277,55.4,61,0,4.5,clear sky
687,Hay River,CA,69.4541,-133.0374,41.85,75,98,12.53,overcast clouds
688,Tacuarembo,UY,-33.6971,-53.4616,61.74,88,11,6.82,few clouds
689,Kegums,LV,57.3707,22.5919,58.42,97,70,6.8,broken clouds
690,Almaznyy,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
691,Jinchang,CN,30.3,109.4833,75.51,98,100,1.01,moderate rain
692,Savannah Bight,HN,16.45,-85.85,86.05,81,66,24.74,broken clouds
693,Les Cayes,HT,18.2,-73.75,80.46,80,28,3.8,scattered clouds
694,Toftir,FO,62.2266,-6.589,59.92,91,84,18.01,broken clouds
695,Nagato,JP,35.7333,140.8333,79.2,97,100,25.88,heavy intensity rain
696,Shimoda,JP,35.7333,140.8333,79.2,97,100,25.88,heavy intensity rain
697,Vulpeni,RO,46.0833,27.4333,61,60,0,1.81,clear sky
698,Xambioa,BR,-20.3297,-40.2925,64.35,100,75,4.61,broken clouds
699,Davila,PH,9.2142,123.515,83.1,74,99,5.32,light rain
700,Labuan,MY,5.1267,100.4932,81.95,91,71,4.34,broken clouds
701,Puro,PH,9.2142,123.515,83.1,74,99,5.32,light rain
702,Filadelfia,PY,-23.4923,-58.7972,75.04,33,1,6.67,clear sky
