City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
703,Qandala,SO,4.1213,43.8894,69.96,71,100,15.68,overcast clouds
704,Kota Bahru,MY,5.1267,100.4932,81.95,91,71,4.34,broken clouds
705,Usinsk,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
706,Kochinda,IN,11.6667,92.75,81.68,83,100,13.31,overcast clouds
707,Suhbaatar,MN,47.9077,106.8832,55.53,82,40,6.71,smoke
708,Sola,VU,-19.55,169.2667,75.07,62,93,6.29,overcast clouds
709,Sistranda,NO,62.5833,6.1333,66.25,88,100,4.61,overcast clouds
710,Sao Mateus Do Sul,BR,-20.3297,-40.2925,64.35,100,75,4.61,broken clouds
711,Anchorage,US,32.7559,-111.5548,108.01,24,0,13.09,clear sky
712,Ostrovnoy,RU,54.8221,61.588,53.58,80,2,8.95,clear sky
713,Tual,ID,-8.5833,116.1167,77.81,77,37,5.01,scattered clouds
714,Mehamn,NO,62.5833,6.1333,66.25,88,100,4.61,overcast clouds
715,Valparaiso,US,32.7559,-111.5548,108.01,24,0,13.09,clear sky
716,Diamantino,BR,-20.3297,-40.2925,64.35,100,75,4.61,broken clouds
717,Viedma,AR,-54.8,-68.3,31.66,100,90,36.82,heavy snow
718,Lipari,IT,40.7276,17.5764,77.59,61,0,7.45,clear sky
